Student_ID,Full_Name,Gender,Date_of_Birth,Age_at_Graduation,Nationality,State_of_Origin,Admission_Year,Graduation_Year,Graduation_Date,Department,Faculty,Program,Final_CGPA,Class_of_Degree,Graduation_Status,Honors_or_Awards
YCT12031,Ngozi Osho,Female,2002-05-13,21,Nigerian,FCT,2021,2023,2023-01-13,HND Computer Science,Science,HND Computer Science,2.84,Lower Credit,Graduated,
YCT12032,Samuel Olawale,Male,1995-08-10,24,Nigerian,Bayelsa,2017,2019,2019-09-13,HND Science Laboratory Technology,Science,HND Science Laboratory Technology,2.36,Pass,Graduated,
YCT12033,Yetunde Okechukwu,Female,2002-02-02,23,Nigerian,Enugu,2023,2025,2025-07-10,HND Architecture,Environmental Design,HND Architecture,1.25,Fail,Fail out,
YCT12034,Hadiza Oladele,Female,1994-03-24,27,Nigerian,Taraba,2019,2021,2021-07-22,ND Business Administration,Management Sciences,ND Business Administration,2.5,Lower Credit,Graduated,
YCT12035,Femi Olawale,Male,2003-08-13,18,Nigerian,Bauchi,2019,2021,2021-10-02,ND Accountancy,Management Sciences,ND Accountancy,1.83,Fail,Fail out,
YCT12036,Esther Bello,Female,1994-10-12,26,Nigerian,Akwa Ibom,2018,2020,2020-05-18,HND Accountancy,Management Sciences,HND Accountancy,2.18,Pass,Graduated,
YCT12037,Tolulope Echendu,Female,2005-08-07,20,Nigerian,Kogi,2023,2025,2025-05-28,HND Science Laboratory Technology,Science,HND Science Laboratory Technology,3.92,Distinction,Graduated,Best Graduating Student
YCT12038,Patrick Yakubu,Male,1997-08-14,23,Nigerian,Oyo,2018,2020,2020-09-22,ND Electrical/Electronics Engineering,Engineering,ND Electrical/Electronics Engineering,0.52,Fail,Fail out,
YCT12039,Tunde Ogunbiyi,Male,2002-10-17,21,Nigerian,Edo,2021,2023,2023-09-13,HND Accountancy,Management Sciences,HND Accountancy,2.66,Lower Credit,Graduated,
YCT12040,Uche Kolawole,Male,2002-11-02,22,Nigerian,FCT,2022,2024,2024-09-12,ND Business Administration,Management Sciences,ND Business Administration,2.9,Lower Credit,Graduated,
YCT12041,David Eze,Male,1999-02-27,22,Nigerian,Nasarawa,2019,2021,2021-02-02,HND Business Administration,Management Sciences,HND Business Administration,1.19,Fail,Fail out,
YCT12042,Ngozi Ibrahim,Female,1999-09-03,21,Nigerian,Rivers,2018,2020,2020-06-25,ND Computer Science,Science,ND Computer Science,0.94,Fail,Fail out,
YCT12043,Chibuzor Ahmed,Male,2003-04-27,21,Nigerian,Osun,2022,2024,2024-05-20,HND Architecture,Environmental Design,HND Architecture,1.47,Fail,Fail out,
YCT12044,Amaka Ajayi,Female,1999-11-09,25,Nigerian,Akwa Ibom,2022,2024,2024-02-03,ND Architecture,Environmental Design,ND Architecture,2.94,Lower Credit,Graduated,
YCT12045,Tobiloba Lawal,Male,1994-02-11,27,Nigerian,Ogun,2019,2021,2021-11-08,ND Electrical/Electronics Engineering,Engineering,ND Electrical/Electronics Engineering,3.16,Upper Credit,Graduated,
YCT12046,Uche Oladele,Male,2000-08-22,24,Nigerian,Kaduna,2022,2024,2024-10-09,HND Business Administration,Management Sciences,HND Business Administration,3.31,Upper Credit,Graduated,
YCT12047,Chinelo Adedeji,Female,2003-02-01,21,Nigerian,Osun,2022,2024,2024-12-24,HND Business Administration,Management Sciences,HND Business Administration,0.59,Fail,Fail out,
YCT12048,Sulaiman Musa,Male,1995-01-25,26,Nigerian,Akwa Ibom,2019,2021,2021-12-18,ND Accountancy,Management Sciences,ND Accountancy,2.27,Pass,Graduated,
YCT12049,Ngozi Okoye,Female,2004-11-16,19,Nigerian,Ondo,2021,2023,2023-11-20,ND Science Laboratory Technology,Science,ND Science Laboratory Technology,2.93,Lower Credit,Withheld,
YCT12050,Ngozi Ibe,Female,2001-06-23,24,Nigerian,Nasarawa,2023,2025,2025-03-15,ND Computer Science,Science,ND Computer Science,0.2,Fail,Fail out,
YCT12051,Folashade Okechukwu,Female,2000-04-18,19,Nigerian,Borno,2017,2019,2019-01-05,ND Computer Science,Science,ND Computer Science,3.63,Distinction,Graduated,Dean's List
YCT12052,Chiamaka Ebong,Female,1996-12-26,27,Nigerian,Cross River,2021,2023,2023-08-26,ND Science Laboratory Technology,Science,ND Science Laboratory Technology,3.76,Distinction,Graduated,Dean's List
YCT12053,Chibuzor Ogunlana,Male,2002-11-05,18,Nigerian,Cross River,2018,2020,2020-05-28,ND Architecture,Environmental Design,ND Architecture,2.02,Pass,Graduated,
YCT12054,Samuel Oyedepo,Male,1998-02-26,25,Nigerian,Katsina,2021,2023,2023-02-14,HND Business Administration,Management Sciences,HND Business Administration,1.03,Fail,Fail out,
YCT12055,Folashade Nwachukwu,Female,1999-08-01,26,Nigerian,Kaduna,2023,2025,2025-02-22,HND Accountancy,Management Sciences,HND Accountancy,3.97,Distinction,Graduated,Gold Medalist
YCT12056,Emeka Utomi,Male,1999-08-24,24,Nigerian,Katsina,2021,2023,2023-01-22,ND Architecture,Environmental Design,ND Architecture,3.3,Upper Credit,Graduated,
YCT12057,Amaka Abimbola,Female,1993-12-28,26,Nigerian,Plateau,2017,2019,2019-09-13,ND Electrical/Electronics Engineering,Engineering,ND Electrical/Electronics Engineering,1.77,Fail,Fail out,
YCT12058,Chukwuemeka Okonkwo,Male,1997-12-09,22,Nigerian,Kaduna,2017,2019,2019-01-03,ND Business Administration,Management Sciences,ND Business Administration,3.79,Distinction,Graduated,Dean's List
YCT12059,Tolulope Osagie,Female,2004-01-16,20,Nigerian,Anambra,2022,2024,2024-10-18,HND Architecture,Environmental Design,HND Architecture,1.45,Fail,Fail out,
YCT12060,Ọláchukwu Echendu,Female,2000-08-13,20,Nigerian,Katsina,2018,2020,2020-09-13,HND Computer Science,Science,HND Computer Science,2.05,Pass,Graduated,
YCT12061,Ọláchukwu Oyedepo,Female,2002-02-28,19,Nigerian,Kebbi,2019,2021,2021-01-14,HND Computer Science,Science,HND Computer Science,0.68,Fail,Fail out,
YCT12062,Amaka Ogunleye,Female,2004-09-19,21,Nigerian,Benue,2023,2025,2025-05-03,HND Business Administration,Management Sciences,HND Business Administration,2.73,Lower Credit,Graduated,
YCT12063,Mercy Ali,Female,1995-08-17,25,Nigerian,Sokoto,2018,2020,2020-03-07,HND Computer Science,Science,HND Computer Science,0.5,Fail,Fail out,
YCT12064,Ọláchukwu Adedeji,Female,1993-08-08,26,Nigerian,Nasarawa,2017,2019,2019-05-12,ND Architecture,Environmental Design,ND Architecture,0.86,Fail,Fail out,
YCT12065,Tobiloba Ibrahim,Male,2002-10-14,22,Nigerian,Borno,2022,2024,2024-12-18,HND Electrical/Electronics Engineering,Engineering,HND Electrical/Electronics Engineering,0.1,Fail,Fail out,
YCT12066,Tobiloba Jimoh,Male,2003-09-23,20,Nigerian,Kogi,2021,2023,2023-05-27,ND Architecture,Environmental Design,ND Architecture,2.32,Pass,Graduated,
YCT12067,Fatima Ahmed,Female,1997-03-27,25,Nigerian,Bauchi,2020,2022,2022-07-22,ND Urban and Regional Planning,Environmental Design,ND Urban and Regional Planning,1.82,Fail,Fail out,
YCT12068,Tolulope Jimoh,Female,2003-04-19,20,Nigerian,Abia,2021,2023,2023-10-16,HND Architecture,Environmental Design,HND Architecture,2.29,Pass,Graduated,
YCT12069,Mercy Lawal,Female,2003-10-28,21,Nigerian,Oyo,2022,2024,2024-05-01,HND Science Laboratory Technology,Science,HND Science Laboratory Technology,0.99,Fail,Fail out,
YCT12070,Ngozi Nwachukwu,Female,1997-10-06,25,Nigerian,Nasarawa,2020,2022,2022-03-16,ND Science Laboratory Technology,Science,ND Science Laboratory Technology,1.6,Fail,Fail out,
YCT12071,David Okonkwo,Male,2001-06-12,22,Nigerian,Ogun,2021,2023,2023-06-05,HND Electrical/Electronics Engineering,Engineering,HND Electrical/Electronics Engineering,3.0,Upper Credit,Graduated,
YCT12072,Chibuzor Balogun,Male,1999-06-15,22,Nigerian,Kwara,2019,2021,2021-12-23,HND Science Laboratory Technology,Science,HND Science Laboratory Technology,2.23,Pass,Graduated,
YCT12073,Ngozi Ali,Female,1995-03-23,27,Nigerian,Nasarawa,2020,2022,2022-02-19,HND Urban and Regional Planning,Environmental Design,HND Urban and Regional Planning,0.0,Fail,Fail out,
YCT12074,Chibuzor Sani,Male,2001-09-07,21,Nigerian,Kwara,2020,2022,2022-12-17,HND Business Administration,Management Sciences,HND Business Administration,2.32,Pass,Graduated,
YCT12075,Tolulope Ibrahim,Female,1995-12-27,25,Nigerian,Ekiti,2018,2020,2020-11-25,ND Electrical/Electronics Engineering,Engineering,ND Electrical/Electronics Engineering,3.64,Distinction,Graduated,Dean's List
YCT12076,Temitope Bello,Male,2003-04-11,18,Nigerian,Plateau,2019,2021,2021-03-25,ND Electrical/Electronics Engineering,Engineering,ND Electrical/Electronics Engineering,3.47,Upper Credit,Graduated,Dean's List
YCT12077,Ugochi Utomi,Female,2000-05-09,23,Nigerian,Anambra,2021,2023,2023-03-17,ND Electrical/Electronics Engineering,Engineering,ND Electrical/Electronics Engineering,3.35,Upper Credit,Graduated,Dean's List
YCT12078,Tolulope Ajayi,Female,1999-03-23,25,Nigerian,Adamawa,2022,2024,2024-10-09,HND Accountancy,Management Sciences,HND Accountancy,3.87,Distinction,Graduated,Best Graduating Student
YCT12079,Michael Saleh,Male,1995-09-11,24,Nigerian,Enugu,2017,2019,2019-05-09,ND Electrical/Electronics Engineering,Engineering,ND Electrical/Electronics Engineering,0.35,Fail,Fail out,
YCT12080,Yetunde Osagie,Female,2002-05-28,20,Nigerian,Jigawa,2020,2022,2022-12-01,ND Accountancy,Management Sciences,ND Accountancy,0.9,Fail,Fail out,
YCT12081,Abimbola Ogunbiyi,Female,2002-06-08,21,Nigerian,Rivers,2021,2023,2023-01-15,HND Electrical/Electronics Engineering,Engineering,HND Electrical/Electronics Engineering,2.28,Pass,Graduated,
YCT12082,Chukwuemeka Adedeji,Male,2000-10-24,25,Nigerian,Gombe,2023,2025,2025-03-28,HND Electrical/Electronics Engineering,Engineering,HND Electrical/Electronics Engineering,1.67,Fail,Fail out,
YCT12083,Abike Adedeji,Female,2000-10-01,24,Nigerian,Taraba,2022,2024,2024-06-26,ND Science Laboratory Technology,Science,ND Science Laboratory Technology,2.59,Lower Credit,Graduated,
YCT12084,Chinelo Musa,Female,2006-09-06,18,Nigerian,Ogun,2022,2024,2024-04-27,HND Science Laboratory Technology,Science,HND Science Laboratory Technology,2.16,Pass,Graduated,
YCT12085,Michael Adebayo,Male,1998-07-23,25,Nigerian,Cross River,2021,2023,2023-02-02,ND Computer Science,Science,ND Computer Science,1.39,Fail,Fail out,
YCT12086,Tolulope Okoro,Female,2003-04-27,22,Nigerian,Niger,2023,2025,2025-01-09,HND Science Laboratory Technology,Science,HND Science Laboratory Technology,2.55,Lower Credit,Graduated,
YCT12087,Christy Onyeka,Female,2004-10-12,20,Nigerian,Lagos,2022,2024,2024-03-21,ND Computer Science,Science,ND Computer Science,1.73,Fail,Fail out,
YCT12088,Uche Adeoye,Male,1997-01-25,26,Nigerian,Abia,2021,2023,2023-06-17,HND Accountancy,Management Sciences,HND Accountancy,3.21,Upper Credit,Graduated,
YCT12089,Aisha Ahmed,Female,1992-02-05,27,Nigerian,Kogi,2017,2019,2019-11-15,ND Computer Science,Science,ND Computer Science,3.36,Upper Credit,Graduated,
YCT12090,Sulaiman Onyeka,Male,1995-06-03,24,Nigerian,Edo,2017,2019,2019-01-07,HND Accountancy,Management Sciences,HND Accountancy,1.74,Fail,Fail out,
YCT12091,Tobiloba Oyedepo,Male,1998-02-14,24,Nigerian,Kano,2020,2022,2022-09-18,ND Urban and Regional Planning,Environmental Design,ND Urban and Regional Planning,1.03,Fail,Fail out,
YCT12092,Abdullahi Oyedepo,Male,1997-06-16,25,Nigerian,Yobe,2020,2022,2022-04-24,ND Science Laboratory Technology,Science,ND Science Laboratory Technology,3.53,Distinction,Graduated,Dean's List
YCT12093,Temitope Oloruntoba,Male,2004-12-08,18,Nigerian,Ogun,2020,2022,2022-08-24,ND Electrical/Electronics Engineering,Engineering,ND Electrical/Electronics Engineering,0.57,Fail,Fail out,
YCT12094,Tunde Bello,Male,1996-07-21,23,Nigerian,Ondo,2017,2019,2019-04-25,ND Accountancy,Management Sciences,ND Accountancy,0.61,Fail,Fail out,
YCT12095,Chukwuemeka Ebong,Male,1998-09-17,23,Nigerian,Ondo,2019,2021,2021-12-18,ND Business Administration,Management Sciences,ND Business Administration,3.82,Distinction,Graduated,Best Graduating Student
YCT12096,Yetunde Musa,Female,1999-07-24,21,Nigerian,Gombe,2018,2020,2020-01-15,ND Science Laboratory Technology,Science,ND Science Laboratory Technology,0.33,Fail,Fail out,
YCT12097,Sulaiman Saleh,Male,2000-12-19,21,Nigerian,Bauchi,2019,2021,2021-10-16,ND Science Laboratory Technology,Science,ND Science Laboratory Technology,0.35,Fail,Fail out,
YCT12098,Ifeanyi Onyeka,Male,2003-04-19,21,Nigerian,Adamawa,2022,2024,2024-03-26,ND Computer Science,Science,ND Computer Science,2.97,Lower Credit,Graduated,
YCT12099,Blessing Adebayo,Female,1994-12-13,27,Nigerian,Kwara,2019,2021,2021-06-04,HND Urban and Regional Planning,Environmental Design,HND Urban and Regional Planning,0.41,Fail,Fail out,
YCT12100,Rasheedat Eze,Female,1994-11-08,27,Nigerian,Edo,2019,2021,2021-06-03,ND Computer Science,Science,ND Computer Science,1.4,Fail,Fail out,
YCT12101,Emeka Ibrahim,Male,2001-01-27,24,Nigerian,Bayelsa,2023,2025,2025-05-16,HND Business Administration,Management Sciences,HND Business Administration,1.27,Fail,Fail out,
YCT12102,Mercy Okoye,Female,1996-05-25,24,Nigerian,Akwa Ibom,2018,2020,2020-12-09,ND Science Laboratory Technology,Science,ND Science Laboratory Technology,3.95,Distinction,Graduated,Best Graduating Student
YCT12103,Ifeoma Osagie,Female,2000-02-13,19,Nigerian,Niger,2017,2019,2019-06-06,HND Electrical/Electronics Engineering,Engineering,HND Electrical/Electronics Engineering,0.02,Fail,Fail out,
YCT12104,Chiamaka Ebong,Female,1999-04-27,24,Nigerian,Delta,2021,2023,2023-06-19,ND Accountancy,Management Sciences,ND Accountancy,0.41,Fail,Fail out,
YCT12105,Temitope Ali,Male,2000-03-26,24,Nigerian,Katsina,2022,2024,2024-05-15,ND Electrical/Electronics Engineering,Engineering,ND Electrical/Electronics Engineering,1.75,Fail,Fail out,
YCT12106,Fatima Ali,Female,2003-12-17,18,Nigerian,Akwa Ibom,2019,2021,2021-06-24,ND Urban and Regional Planning,Environmental Design,ND Urban and Regional Planning,3.01,Upper Credit,Graduated,
YCT12107,Mercy Eze,Female,1996-05-14,27,Nigerian,Edo,2021,2023,2023-03-22,HND Science Laboratory Technology,Science,HND Science Laboratory Technology,1.17,Fail,Fail out,
YCT12108,Folashade Lawal,Female,2001-06-27,20,Nigerian,Sokoto,2019,2021,2021-02-18,HND Business Administration,Management Sciences,HND Business Administration,1.82,Fail,Fail out,
YCT12109,Sulaiman Utomi,Male,2000-08-25,22,Nigerian,Ondo,2020,2022,2022-08-17,HND Business Administration,Management Sciences,HND Business Administration,3.57,Distinction,Graduated,Dean's List
YCT12110,John Osagie,Male,2000-04-20,24,Nigerian,Enugu,2022,2024,2024-08-14,ND Accountancy,Management Sciences,ND Accountancy,2.58,Lower Credit,Graduated,
YCT12111,Chinelo Ogunlana,Female,1998-08-27,25,Nigerian,Taraba,2021,2023,2023-12-28,ND Business Administration,Management Sciences,ND Business Administration,1.53,Fail,Fail out,
YCT12112,Temitope Yakubu,Male,2002-05-12,20,Nigerian,Gombe,2020,2022,2022-01-25,ND Business Administration,Management Sciences,ND Business Administration,3.05,Upper Credit,Graduated,
YCT12113,Hadiza Bello,Female,2002-09-04,20,Nigerian,Kebbi,2020,2022,2022-05-07,HND Electrical/Electronics Engineering,Engineering,HND Electrical/Electronics Engineering,1.09,Fail,Fail out,
YCT12114,Michael Oladele,Male,2003-06-04,21,Nigerian,Yobe,2022,2024,2024-09-09,HND Architecture,Environmental Design,HND Architecture,1.81,Fail,Fail out,
YCT12115,Ifeanyi Onyeka,Male,1998-10-26,21,Nigerian,Ondo,2017,2019,2019-06-01,HND Computer Science,Science,HND Computer Science,3.87,Distinction,Graduated,Best Graduating Student
YCT12116,Aisha Musa,Female,1999-09-21,26,Nigerian,Plateau,2023,2025,2025-01-07,HND Architecture,Environmental Design,HND Architecture,3.73,Distinction,Graduated,Dean's List
YCT12117,Abdullahi Oyedepo,Male,2002-12-14,18,Nigerian,Rivers,2018,2020,2020-02-06,ND Architecture,Environmental Design,ND Architecture,2.14,Pass,Graduated,
YCT12118,Abdullahi Ogunlana,Male,2002-09-06,18,Nigerian,Adamawa,2018,2020,2020-10-27,HND Computer Science,Science,HND Computer Science,3.04,Upper Credit,Graduated,
YCT12119,Samuel Okonkwo,Male,2000-04-01,21,Nigerian,Benue,2019,2021,2021-10-09,ND Electrical/Electronics Engineering,Engineering,ND Electrical/Electronics Engineering,0.02,Fail,Fail out,
YCT12120,Folashade Adeoye,Female,1997-12-16,24,Nigerian,Bayelsa,2019,2021,2021-01-01,ND Architecture,Environmental Design,ND Architecture,3.82,Distinction,Graduated,Best Graduating Student
YCT12121,Temitope Yakubu,Male,1999-04-01,25,Nigerian,Plateau,2022,2024,2024-09-13,ND Architecture,Environmental Design,ND Architecture,3.66,Distinction,Graduated,Dean's List
YCT12122,David Musa,Male,2001-09-08,20,Nigerian,Zamfara,2019,2021,2021-12-01,ND Science Laboratory Technology,Science,ND Science Laboratory Technology,1.73,Fail,Fail out,
YCT12123,Abdullahi Adebayo,Male,2000-06-24,19,Nigerian,Enugu,2017,2019,2019-04-04,ND Electrical/Electronics Engineering,Engineering,ND Electrical/Electronics Engineering,2.96,Lower Credit,Graduated,
YCT12124,Esther Oladele,Female,2006-03-06,18,Nigerian,Akwa Ibom,2022,2024,2024-04-14,ND Science Laboratory Technology,Science,ND Science Laboratory Technology,1.45,Fail,Fail out,
YCT12125,Esther Olatunji,Female,1995-10-06,27,Nigerian,Abia,2020,2022,2022-01-13,ND Urban and Regional Planning,Environmental Design,ND Urban and Regional Planning,0.63,Fail,Fail out,
YCT12126,Emeka Sani,Male,2001-04-17,20,Nigerian,Ogun,2019,2021,2021-01-23,HND Electrical/Electronics Engineering,Engineering,HND Electrical/Electronics Engineering,2.03,Pass,Graduated,
YCT12127,Abimbola Olatunji,Female,2000-01-14,22,Nigerian,Edo,2020,2022,2022-07-15,HND Electrical/Electronics Engineering,Engineering,HND Electrical/Electronics Engineering,3.62,Distinction,Graduated,Dean's List
YCT12128,Tunde Adebayo,Male,1996-02-05,27,Nigerian,Ondo,2021,2023,2023-07-09,ND Architecture,Environmental Design,ND Architecture,1.26,Fail,Fail out,
YCT12129,David Echendu,Male,1994-12-12,26,Nigerian,Bayelsa,2018,2020,2020-12-18,HND Science Laboratory Technology,Science,HND Science Laboratory Technology,3.82,Distinction,Graduated,Best Graduating Student
YCT12130,Oluseyi Okoro,Male,1997-12-22,25,Nigerian,Yobe,2020,2022,2022-06-17,HND Computer Science,Science,HND Computer Science,0.12,Fail,Fail out,
YCT12131,Blessing Ibrahim,Female,2003-09-28,19,Nigerian,Delta,2020,2022,2022-11-18,ND Accountancy,Management Sciences,ND Accountancy,3.96,Distinction,Graduated,Gold Medalist
YCT12132,Sulaiman Olatunji,Male,2006-06-18,19,Nigerian,Kaduna,2023,2025,2025-03-24,HND Science Laboratory Technology,Science,HND Science Laboratory Technology,3.28,Upper Credit,Graduated,
YCT12133,Christy Oloruntoba,Female,1997-01-15,25,Nigerian,Adamawa,2020,2022,2022-12-21,ND Science Laboratory Technology,Science,ND Science Laboratory Technology,0.58,Fail,Fail out,
YCT12134,Tolulope Abimbola,Female,1999-09-19,24,Nigerian,Jigawa,2021,2023,2023-11-25,ND Urban and Regional Planning,Environmental Design,ND Urban and Regional Planning,1.79,Fail,Fail out,
YCT12135,Tobiloba Okoye,Male,2005-12-16,20,Nigerian,Katsina,2023,2025,2025-06-15,HND Architecture,Environmental Design,HND Architecture,2.07,Pass,Graduated,
YCT12136,Ifeanyi Osho,Male,2004-10-19,21,Nigerian,Taraba,2023,2025,2025-04-08,HND Architecture,Environmental Design,HND Architecture,0.78,Fail,Fail out,
YCT12137,Ugochi Yakubu,Female,1996-03-08,23,Nigerian,Lagos,2017,2019,2019-08-12,HND Business Administration,Management Sciences,HND Business Administration,0.95,Fail,Fail out,
YCT12138,Chukwuemeka Ogunleye,Male,1998-07-18,25,Nigerian,Kogi,2021,2023,2023-02-01,ND Architecture,Environmental Design,ND Architecture,3.67,Distinction,Graduated,Dean's List
YCT12139,Mercy Saleh,Female,1996-01-22,27,Nigerian,Edo,2021,2023,2023-02-16,HND Business Administration,Management Sciences,HND Business Administration,0.57,Fail,Fail out,
YCT12140,Blessing Utomi,Female,2006-04-13,19,Nigerian,Taraba,2023,2025,2025-05-03,ND Architecture,Environmental Design,ND Architecture,0.03,Fail,Fail out,
YCT12141,David Abimbola,Male,2003-08-12,21,Nigerian,Rivers,2022,2024,2024-10-17,HND Business Administration,Management Sciences,HND Business Administration,2.42,Pass,Graduated,
YCT12142,Abimbola Ogunbiyi,Female,2003-09-10,19,Nigerian,Ebonyi,2020,2022,2022-08-22,HND Accountancy,Management Sciences,HND Accountancy,0.61,Fail,Fail out,
